objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
45491,PP459,Samuel Finley (1715-1766),,1748,1778,"Attributed to John Hesselius, American, 1728–1778 | Located in Faculty Room, Nassau Hall",,,Oil on canvas,Paintings,,,American Art
45492,PP46,"Woodrow Wilson, Class of 1879 (1856-1924)",,1879,1943,Unknown,,,Oil on canvas,Paintings,,,American Art
45497,PP462,Two Tigers,,1916,1964,"Charles Baskerville, American, 1896–1994",,,Oil on canvas,Paintings,,,American Art
45498,PP463,"Robert Francis Goheen, Class of 1940",1964,1964,1964,"Peter Lauck, American, 1918–1972",,,Oil on canvas,Paintings,,,American Art
45499,PP464,Cornelius C. Cuyler,,1803,1965,,,,Oil on canvas,Paintings,,,American Art
45501,PP465,"Moses Taylor Pyne, Class of 1877 (1855-1921)",,1875,1965,,,,Oil on canvas,Paintings,,,American Art
45502,PP466,The North Fleet in Eastern Waters,,1882,1925,"William Knox, British, 1862–1925",,,Oil on canvas,Paintings,,,American Art
45503,PP467,Roger Sessions (1896-1985),1928,1928,1928,"Harold Weston, American, 1894–1972",,,Oil on canvas,Paintings,"Place made: Europe, France, Paris",,American Art
45505,PP469,"Woodrow Wilson, Class of 1879 (1856-1924)",,1903,1962,"Ivan Mestrovic, Croatian, 1883–1962",,,Bronze,Medals and Medallions,,,American Art
45507,PP470,Donald Ross Hamilton [Cyrus Fogg Brackett Professor of Physics; Dean of the Graduate School 1958-1965],1965,1965,1965,"Erik Haupt, American, born Germany, 1891–1984",,,Oil on canvas,Paintings,,,American Art
45514,PP474,"George Henry Davis, Class of 1886",,1935,1966,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
45515,PP475,Mary Trumbull Adams (Mrs. Hugh Leander Adams),1966,1966,1966,"Arthur Beach, American",,,Oil on canvas,Paintings,,,American Art
45510,PP476,Colonel Edward Mandell House (1858-1938),1919,1919,1919,"John McLure Hamilton, American, 1853–1936",,,Oil on canvas,Paintings,"Place made: Europe, France, Paris",,American Art
45516,PP477,"Arthur Francis Buddington, Professor of Geology, 1920-1959 (1890-1980)",,1920,1966,"Furman J. Finck, American, 1900–1997",,,Oil on canvas,Paintings,,,American Art
45517,PP479,Brokaw Field Group,1904,1904,1904,"Benjamin Wistar Morris, Jr., American, 1870 - 1944",,,Triptych; watercolor,Drawings,,,Prints and Drawings
45518,PP48,"Woodrow Wilson (1856–1924), Class of 1879, University President (1902–10)",1929,1929,1929,"Sidney Edward Dickinson, American, 1890–1980",,,Oil on canvas,Paintings,,,American Art
45519,PP480,Sanfermines (Feast of S. Fermin),,1926,1967,"Jesus Garcia di Arias Molina, Spanish, 1906–1968",,,Oil on canvas,Paintings,,,American Art
45520,PP481,Harvey S. Firestone,1968,1968,1968,"Elizabeth Shoumatoff, American, born Russia, 1888–1980",,,Oil on canvas,Paintings,,,American Art
45523,PP483,"Wilson, Woodrow, Class of 1879 (1856-1924): President Woodrow Wilson Reading his Opening Address to the Peace Conference (cont.)",1919,1919,1919,"G. Sheridan Knowles, British, 1863–1931",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45542,PP487,Isaac Vail Brokaw (1835-1913),,1902,1954,"Mario Korbel, American, born Czechlosovakia, 1882–1954",,,Marble,Sculpture,,,American Art
45543,PP488,"Adlai Stevenson, Class of 1922 (1900-1965)",,1933,2006,"Elizabeth Gordon Chandler, American, 1913–2006",,,Bronze,Sculpture,,,American Art
45546,PP49,"Woodrow Wilson, Class of 1879 (1856-1924)",ca. 1934,1929,1939,"Irving Wolfson, American, born 1899",,,Oil on canvas,Paintings,,,American Art
45547,PP490,View of Nassau Hall from Northwest,1860,1860,1860,"F. Childs (possibly Benjamin F. Childs, American, 1814–1863), American, active 1860",,,Lithograph,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45548,PP491,"Dr. David Bovaird, Jr., Class of 1889",1916,1916,1916,"Ossip Perelma, American, born Russia, 1876–1949",,,Pastel on paper,Drawings,,,Prints and Drawings
45553,PP492,"Woodrow Wilson, Class of 1879 (1856-1924)",1927,1927,1927,"Vladimir Fortunato, active 20th century",,,Bronze,Reliefs,,,American Art
45554,PP493,One of a pair of tigers,1968,1968,1968,"Bruce Moore, American, 1905–1980",,,Cast bronze,Sculpture,,,American Art
45549,PP494,One of a pair of tigers,1968,1968,1968,"Bruce Moore, American, 1905–1980",,,Cast bronze,Sculpture,,,American Art
86953,PP494.1-.2,Pair of tigers,1968,1968,1968,"Bruce Moore, American, 1905–1980",,,Bronze,Sculpture,,,American Art
45556,PP495,"J. Douglas Brown, Provost and Dean of the Faculty 1946-1967; Director, Industrial Relations Section 1926-1955 (1898-1986)",1969,1969,1969,"Robert Oliver Skemp, American, 1910–1984",,,Oil on canvas,Paintings,,,American Art
45557,PP496,Portrait of David Herbert Weiser,1932,1932,1932,"Ernest Ludwig Ipsen, American, 1869–1951",,,Pastel,Drawings,,,Prints and Drawings
45557,PP496,Portrait of David Herbert Weiser,1932,1932,1932,"Ernest Ludwig Ipsen, American, 1869–1951",,,Pastel,Drawings,,,Prints and Drawings
45560,PP499,"Kenneth Condit, Class of 1913",1949,1949,1949,"Julian Garnsey, American, 1887–1969",,,Oil on canvas,Paintings,,,American Art
45562,PP50,"John Grier Hibben (1861–1933), Class of 1882, Ph.D. 1893, President (1912–32)",1925,1925,1925,"Julian Lamar, American, 1893–1967",,,Oil on canvas,Paintings,,,American Art
45563,PP500,Harold Willis Dodds (1889-1980),,1907,1969,"Julian Garnsey, American, 1887–1969",,,Oil on canvas,Paintings,,,American Art
45564,PP501,Tangiers Street Scene,1880,1880,1880,"Tomas Moragas y Torras, Spanish, 1837–1906",,,Oil on canvas,Paintings,"Place depicted: Africa, Morocco, Tanger",,European Painting and Sculpture 
45565,PP502,"Unknown Woman, Portrait of a Lady",,1735,1810,"after Johann Zoffany, German, 1733–1810, active in England",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45569,PP505,Clipper Ship,,1900,1929,"T. Bailey, early to mid-20th century",,,Oil on canvas,Paintings,,,American Art
45573,PP506,Frigate Norfolk East Indiaman,,1723,1758,"possibly Jacob Hurd, American, 1703–1758",,,Oil on canvas,Paintings,,,American Art
37377,PP507,Seascape,,1881,1940,"Frederick J. Waugh, American, 1861–1940",,,Oil on board,Paintings,,,American Art
45574,PP508,Still life of flowers and apples,,1888,1952,"Marie Keller Hermann, Austrian, 1868–1952",,,Oil on canvas,Paintings,,,American Art
45575,PP509,"Francois II, Dauphin of France",,0,0,"after Jean Clouet, French, ac. 1516 - 1540 | S. Arlent-Edwards",,,Colored mezzotint,Prints,,,Prints and Drawings
45578,PP510,Landscape,1938,1938,1938,Len E. Wallace,,,Watercolor on paper,Drawings,,,Prints and Drawings
45579,PP511,View of Nassau Hall from Northwest,,0,0,"F. Childs (possibly Benjamin F. Childs, American, 1814–1863), American, active 1860",,,Colored lithograph,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45579,PP511,View of Nassau Hall from Northwest,,0,0,"F. Childs (possibly Benjamin F. Childs, American, 1814–1863), American, active 1860",,,Colored lithograph,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45580,PP512,NW Prospect of Nassau Hall with a front View of President's House,,1807,1807,after Je Fisher,,,Lithograph,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45582,PP513,Nassau Hall,1927,1927,1927,Unknown,,,Colored etching?,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
45583,PP514,Guinevere,,1839,1891,"Thomas Goldsworth Dutton, British, ca. 1819-1891",,,Colored lithograph,Prints,,,Prints and Drawings
45584,PP515,Mercury,,0,0,"after Giambologna, Flemish, active in Italy, 1529–1608",,,Bronze,Sculpture,,,European Painting and Sculpture 
45585,PP516,Unknown Woman,,0,0,F. Mejasky,,,Tinted photograph,Photographs,,,Photography
45586,PP517,Unknown Man,,0,0,F. Mejasky,,,Tinted photograph,Photographs,,,Photography
45570,PP518,The World,1964,1964,1964,"Harry Bertoia, American, born Italy, 1915–1978",,,Bronze,Sculpture,,,American Art
45571,PP519,Fountain of Freedom,1966,1966,1966,"James FitzGerald, American, 1910–1973",,,Cast and welded bronze,Sculpture,,,American Art
45587,PP52,"Samuel Blair, Jr. (1741-1818)",ca. 1812–17,1812,1817,"Otis Bass, American, 1784–1861",,,Oil on canvas,Paintings,,,American Art
45572,PP520,Albert Einstein (1879-1955),1962,1962,1962,"Herman Heilborn, American, 1886–1978",,,Plaster,Sculpture,,,American Art
45590,PP521,Black Hole,,1945,2006,"Helmut K. Wimmer, American, born Germany, 1925–2006",,,Acrylic on poster board,Paintings,,,American Art
45550,PP522,Mrs. Edgar Palmer,1952,1952,1952,"Vittorio Borriello, American, born Italy, 1896–1974",,,Oil on canvas,Paintings,,,American Art
45551,PP523,"Stephen S. Palmer, Trustee 1908-1913, Donor of Palmer Hall  (1853-1913)",1915,1915,1915,"Frederick M. Spiegle, American, 1863–1942",,,Oil on canvas,Paintings,,,American Art
45595,PP524,"Joseph Henry, Trustee, 1864-1878; Faculty, 1732-1848 (1797-1878)",,1935,1971,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
45596,PP525,"Joseph C. Elgin, Dean of the School of Engineering and Applied Science, 1954-1971 (1904-1988)",1971,1971,1971,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
45597,PP526,"James V. Forrestal, Class of 1915 (1892-1949)",,1903,1971,"Paul Swan, American, 1883–1972",,,Plaster of Paris,Sculpture,,,American Art
45598,PP527,George Tyler Olmsted (1804-1876),1898,1898,1898,"William Drooke Harrison, French, active 1860–1893",,,Oil on canvas,Paintings,,,American Art
45599,PP528,"Colin Pittindrigh, Class of 1877; Professor of Zoology; Dean of the Graduate School 1965-1969",1972,1972,1972,"John Bohrer, American, active 20th century",,,Oil on canvas,Paintings,,,American Art
45591,PP529,"Ernest Gordon, Dean of the Chapel, 1955-1981 (1917-2002)",1971,1971,1971,"Françoise André, French, 1926-–2009",,,Oil on canvas,Paintings,,,American Art
45592,PP53,Walter Minto (1753-1796),,1753,1945,Unknown,,,Oil on canvas,Paintings,,,American Art
45593,PP530,Thermopylae,1961,1961,1961,"Dimitri Hadzi, American, 1921–2006",,,Cast bronze,Sculpture,,,American Art
45601,PP531,"Wilbur Samuel Howell, Professor of Rhetoric and Oratory (1904-1992)",,1935,1992,"Peter Geoffrey Cook, American, 1915–1992",,,Oil on canvas,Paintings,,,American Art
45552,PP532,"Marie H.H. Robertson (Mrs. Charles S.) (died, 1972)",1973,1973,1973,"Elizabeth Shoumatoff, American, born Russia, 1888–1980",,,Oil on canvas,Paintings,,,American Art
45594,PP533,"Charles S. Robertson, Class of 1926 (died 1981)",1973,1973,1973,"Elizabeth Shoumatoff, American, born Russia, 1888–1980",,,Oil on canvas,Paintings,,,American Art
45603,PP535,"Unknown Woman, La Bella Romana",,1819,1865,"August Riedel, German, 1799–1883",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45604,PP536,Ebenezer Pemberton (1705-1777),ca. 1771,1766,1776,"Benjamin Blythe, American, 1746–1811",,,Pastel on paper,Drawings,,,Prints and Drawings
45529,PP537,"Woodrow Wilson, Class of 1879 (1856-1924)",1911,1911,1911,"Blanche Nevin, American, 1841–1925",,,Bronze,Sculpture,,,American Art
45605,PP538,"James Madison, Class of 1771 (1751-1836)",1967,1967,1967,"Arthur Edwin Bye, American, 1885–1969",,,Oil on canvas,Paintings,,,American Art
45606,PP539,"James V. Forrestal, Class of 1915 (1892-1949)",1949,1949,1949,"Helen Haas, American, born 1877",,,Bronze,Sculpture,,,American Art
45607,PP54,"Henry Knox Kollock, Class of 1794 (1778-1819)",,1794,1851,"Douglass, [Unknown first name]",,,Oil on canvas,Paintings,,,American Art
45608,PP540,"Samuel Hayes Pennington, Class of 1825 (1806-1900)",late 19th century,1871,1899,,,,Oil on canvas,Paintings,,,American Art
45609,PP541,Anna Pennington (Mrs. Samuel Hayes Pennington),late 19th century,1871,1899,,American,,Oil on canvas,Paintings,,,American Art
45610,PP542,"Edward Steese, Class of 1924 (1903-1981)",,1933,1974,"Edward Steese, American, 1903–1981",,,Oil on canvas[?],Paintings,,,American Art
45617,PP544,Strip of tapestry,ca. 300–150 B.C.,-300,-150,,Paracas,Early Horizon,Tapestry,Textiles,"Place made: South America, Peru, South coast",,Art of the Ancient Americas
45530,PP545,Tiger,1912,1912,1912,"Alexander Phimister Proctor, American, 1860–1950 | Gorham Manufacturing Co., American, established in 1831",,,Bronze,Sculpture,,,American Art
45618,PP546,"John Marshall Harlan, Class of 1920, 89th Justice of the Supreme Court (1899-1971)",1975,1975,1975,Frank Bradstock,,,Oil on canvas,Paintings,,,American Art
45619,PP547.1,One of a Pair of Chinese Lions,,0,0,,,,Stone,Sculpture,,,Asian Art
61105,PP547.2,One of a Pair of Chinese Lions,,0,0,,,,Stone,Sculpture,,,Asian Art
45620,PP548,John Rodgers (1727-1811),,1747,1975,,,,Oil on wood panel,Paintings,,,American Art
45621,PP549,"Woodrow Wilson, Class of 1879 (1856-1924)",,1889,1935,"Leo Mielziner, American, 1869 - 1935",,,Lithograph,Prints,,,Prints and Drawings
45623,PP55,"Philip Lindsley (1786–1855), Class of 1804, A.M. 1807, Acting President (1822–23)",ca. 1850,1845,1855,"George Dury, American, 1817–1894 | after John C. Grimes, American, 1804–1837",,,Oil on canvas,Paintings,,,American Art
45612,PP550,"Bill Edwards (""Big Bill""), Class of  1900 (1877-1943)",,1893,1952,"Howard Chandler Christy, American, 1873–1952",,,Oil on canvas,Paintings,,,American Art
45624,PP551,"Francis Griswold Landon, Class of 1881, Former President of Princeton Club (b. 1859)",,1913,1957,"Wilford Seymour Conrow, American, 1880–1957",,,Oil on canvas,Paintings,,,American Art
45613,PP552,Harold Willis Dodds (1889-1980),,1889,1976,A. P.,,,Oil on canvas,Paintings,,,American Art
45625,PP553,"Woodrow Wilson, Class of 1879 (1856-1924)",,1880,1938,"Marion Swinton, American, ca.1860–1938",,,Oil on canvas,Paintings,,,American Art
45626,PP554,"John Witherspoon, Sixth President of Princeton University (1723-1794)",,1743,1976,"after Charles Willson Peale or Rembrandt Peale, American, 1778–1860, American, 1741–1827",American,,Oil on canvas,Paintings,,,American Art
45531,PP555,Nassau Hall,1910,1910,1910,"Jennie Augusta Brownscombe, American, 1850–1936",,,Oil on canvas,Paintings,"Place depicted: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton University",,American Art
45627,PP556,George Washington (1732-1799) in front of Nassau Hall,ca. 1916,1911,1921,"Edward Percy Moran, American, 1862–1935",,,Oil on canvas,Paintings,"Place depicted: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton University",,American Art
45628,PP557,"Aaron Burr, Sr.",,1833,1887,"after Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
45629,PP559,Judge William Butler Hornblower (1851-1914),1905,1905,1905,"Hubert Vos, American, born Holland, 1855–1935",,,Oil on canvas,Paintings,,,American Art
45615,PP56,"David Magie, Class of 1817 (1795-865)",1851,1851,1851,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
45630,PP560,"Francis Landey Patton, Twelfth President of Princeton University (1843-1932)",,1876,1974,"after John White Alexander, American, 1856–1915",,,Oil on canvas,Paintings,,,American Art
45631,PP561,"James V. Forrestal, Class of 1915 (1892-1949)",1950,1950,1950,"Joy Buba, American, 1904–1998",,,"Terracotta, granular clay",Sculpture,,,American Art
45636,PP563,"Robert F. Goheen (1919–2008), Class of 1940, Ph.D. 1948, President (1957–72)",ca. 1962,1957,1967,"William F. Draper, American, 1912–2003",,,Oil on canvas,Paintings,,,American Art
45637,PP564,"William G. Bowen (b. 1933), Ph.D. 1958, President (1972–88)",1976,1976,1976,"Everett Raymond Kinstler, American, 1926–2019",,,Oil on canvas,Paintings,,,American Art
45638,PP565,"Aaron Lemonick, Professor of Physics, Dean of the Graduate School 1969-1973, Dean of the Faculty 1973-1989 (1923-2003)",1977,1977,1977,"George Augusta, American, 1922-–2012",,,Oil on canvas,Paintings,,,American Art
45639,PP566,L'Ultima degli Spartani,19th century,1800,1899,"Gaetano Trentanove, Italian, 1858 - 1937",,,Marble,Sculpture,,,European Painting and Sculpture 
45640,PP567,Landscape with Ruined Church,,1846,1904,"James Fairman, American, born Scotland, 1826–1904",,,Oil on canvas,Paintings,,,American Art
45641,PP568,"Alvin B. Kernan, Avalon Foundation Professor of the Humanities; Dean of the Graduate School 1973-1977",1977,1977,1977,"Paul C. Burns, American, 1910–1990",,,Oil on canvas,Paintings,,,American Art
45642,PP569,Engineering (Bridge),,1899,1943,"Edward Bruce, American, 1879–1943",,,Oil on canvas,Paintings,,,American Art
45643,PP57,"John Breckinridge, Class of 1818 (1797-1841)",1839,1839,1839,"Charles Winfield Tice, American, 1810–1870",,,Oil on canvas,Paintings,,,American Art
45643,PP57,"John Breckinridge, Class of 1818 (1797-1841)",1839,1839,1839,"Charles Winfield Tice, American, 1810–1870",,,Oil on canvas,Paintings,,,American Art
45645,PP570,A Battery at Dawn,1888,1888,1888,"Philip E. Brandt, active 1888",,,Oil on canvas,Paintings,,,American Art
45646,PP571,"Donald Worner Griffin, Class of 1923 (1901-    )",1979,1979,1979,"Adlai Stevenson Hardin, American, 1901–1989 | Modern Art Foundry, American foundry, founded 1932",,,Bronze,Sculpture,,,American Art
45647,PP572,"Nina Garsoian, Professor of Near Eastern Studies and History; Dean of the Graduate School 1977-1979",1980,1980,1980,"Maurice Grosser, American, 1903–1986",,,Oil on canvas,Paintings,,,American Art
45649,PP574,Ann Young,1877,1877,1877,"Henry Collins Bispham, American, 1841–1882",,,Oil on canvas,Paintings,,,American Art
45650,PP575,George Washington (1732-1799),,1844,1864,"William Sanford Mason, American, 1824–1864",,,Oil on canvas,Paintings,,,American Art
45651,PP576,"Bernard Peyton, Class of 1917",1953,1953,1953,"Elmer Wesley Greene, American, 1907–1964",,,Oil on canvas,Paintings,,,American Art
45634,PP578,Harold Willis Dodds (1889-1980),1963,1963,1963,"Jeanne Pasley, American, 1918–2013",,,Terracotta,Sculpture,,,American Art
45657,PP579,"Judge Harold R. Medina, Class of 1909 (1888-1990)",1982,1982,1982,"William F. Draper, American, 1912–2003",,,Oil on canvas,Paintings,,,American Art
45635,PP58,Luther Halsey (1794-1880),1855,1855,1855,"Frederick R. Spencer, American, 1806–1875",,,Oil on canvas,Paintings,,,American Art
45635,PP58,Luther Halsey (1794-1880),1855,1855,1855,"Frederick R. Spencer, American, 1806–1875",,,Oil on canvas,Paintings,,,American Art
45658,PP580,Tiger,1944,1944,1944,"Charles R. Knight, American, 1874–1953",,,Cast stone (painted concrete),Sculpture,,,American Art
45659,PP581,James McCosh (1811-1894),1883,1883,1883,"Eastman Johnson, American, 1824–1906",,,Oil on canvas,Paintings,,,American Art
45660,PP582,Isabella Guthrie McCosh (1817-1909),1882,1882,1882,"Eastman Johnson, American, 1824–1906",,,Oil on canvas,Paintings,,,American Art
45327,PP583,"Frederic E. Fox, Class of 1939 (1917-1981)",1983,1983,1983,Minetta E. Bickel,,,Oil on canvas,Paintings,"Place depicted: North America, United States, New Jersey, Princeton, Nassau Hall, Princeton Unversity",,American Art
45328,PP584,"Hobart Amory Hare ""Hobey"" Baker, Class of 1914 (1892-1918)",1958,1958,1958,Patricia Herring Stratton,,,Oil on canvas,Paintings,,,American Art
45329,PP585,Frederick Douglass (1817-1895),1983,1983,1983,"Inge Hardison, American, 1914–2016",,,Cast bronze,Sculpture,,,American Art
45331,PP587,Jonathan Belcher (1682-1757),,1702,1984,,,,Oil on canvas,Paintings,,,American Art
45332,PP588,"Everett S. Wallis, Class of 1925 (1899-1965)",1966 ?,1966,1966,"Stephen Kuzma, American, born 1933",,,Oil on canvas,Paintings,,,American Art
45334,PP589,"James Hamilton Clark, Class of 1858 (1837-1918)",,1837,1985,,,,Oil on canvas,Paintings,,,American Art
45335,PP59,"Albert Baldwin Dod, Class of 1822 (1805-1845)",1855,1855,1855,"Edward Ludlow Mooney, American, 1813–1887",,,Oil on canvas,Paintings,,,American Art
45336,PP590,"William Francis Magie, Class of 1879 (1858-1943)",,1882,1942,"Gertrude Magie, American, 1862–1942",,,Oil on canvas,Paintings,,,American Art
45336,PP590,"William Francis Magie, Class of 1879 (1858-1943)",,1882,1942,"Gertrude Magie, American, 1862–1942",,,Oil on canvas,Paintings,,,American Art
45337,PP591,"Harold T. Shapiro (b. 1935), President (1988–2001)",1991,1991,1991,"Ron Sherr, American, born 1952",,,Oil and gold leaf on wood panel,Paintings,,,American Art
45340,PP594,Grace Belt,1926,1926,1926,"William Malherbe, American, born France, 1884–1951",,,Oil on canvas,Paintings,,,American Art
45345,PP596,Prince Fumitaka Konoe  (     -1956),1984,1984,1984,"Daniel E. Greene, American, born 1934",,,Oil on canvas,Paintings,,,American Art
45341,PP597,Norman Thomas (1884-1968),1947,1947,1947,"Joe Brown, American, 1909–1985",,,Plaster,Sculpture,,,American Art
45346,PP598,Christian Gauss (1878-1951),,1929,1985,"Joe Brown, American, 1909–1985",,,Bronze,Sculpture,,,American Art
45347,PP599,Oscar Morgenstern (1902-1977),,1969,1979,"Joe Brown, American, 1909–1985",,,Bronze,Sculpture,,,American Art
45348,PP6,"Jonathan Dickinson (1688–1747), President (1747)",,1833,1887,"Edward Ludlow Mooney, American, 1813–1887 | Located in Faculty Room, Nassau Hall",,,Oil on canvas,Paintings,,,American Art
45349,PP60,"Albert Baldwin Dod, Class of 1822 (1805-1845)",ca. 1846,1841,1851,"Augustus Lenci, American, active 19th century",,,Plaster,Sculpture,,,American Art
45350,PP600,"H. Alexander Smith, Class of 1901 (1880-1966)",,1900,1992,,,,Oil on canvas,Paintings,,,American Art
45351,PP601,"Augustus Trowbridge, Professor of Physics, Dean of the Graduate School, 1928-1932 (1870-1943)",1910,1910,1910,"Fedor Encke, German, 1851–1926 | Person depicted: Augustus Trowbridge, American, 1870–1934",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
45352,PP602,"Theodore Joseph Ziolkowski, Class of 1900 Professor of German and Comparative Literature; Dean of the Graduate School 1979-1992",1992,1992,1992,"Andrew S. Conklin, American",,,Oil on canvas,Paintings,,,American Art
45353,PP603,"Gordon Y. S. Wu, Class of 1958",1995,1995,0,"Shen Jiawei 沈加蔚, Australian, born China, 1948",,,Oil on canvas,Paintings,,,Asian Art
35421,PP604,Adlai Stevenson (1900-1965),1964,1964,1964,Ben Slocum,,,Acrylic(?) on canvas,Paintings,,,American Art
35528,PP605,"Adlai Stevenson, Class of 1922 (1900-1965)",1954,1954,1954,Kenneth Van Rensselaer,,,Oil on canvas,Paintings,,,American Art
37955,PP606,"Harry Hammond Hess, Professor of Geology, Princeton Faculty, 1934-1969 (1906-1969)",1970 – 1971,1970,1971,Yvonne Burk,,,Oil on canvas,Paintings,,,(not assigned)
37956,PP607,"Lawrence H. Riley, Class of 1935 (1896-1974)",1934,1934,1934,"Maria De Kammerer, Hungarian, 1903–1970",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
38611,PP608,"Neilson Poe, Class of 1897",,1929,1985,"Joe Brown, American, 1909–1985",,,Painted plaster,Sculpture,,,American Art
39409,PP609,"Albert Jordy Raboteau, Henry W. Putnam Professor of Religion; Dean of the Graduate School 1992-1993 (1943-)",1999–2000,1999,2000,"Sharon Sprung, American, born 1953",,,Oil on canvas,Paintings,,,American Art
45354,PP61,John Torrey (1796-1873),1857,1857,1857,"Daniel Huntington, American, 1816–1906",,,Oil on canvas,Paintings,,,American Art
41944,PP610,"Henry Burling Thompson, Class of 1877, Trustee 1906-1935 (1857-1935)",1901,1901,1901,"Person depicted: Henry Burling Thompson, American, 1857 - 1935",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
41943,PP611,"John F. Wilson, Agate Brown and George L. Collord Professor of Religion; Dean of the Graduate College 1994-2002",2002,2002,2002,"Paul Newton, Australian, born 1961",,,Oil on canvas,Paintings,,,(not assigned)
51137,PP612,"Woodrow Wilson, Class of 1879 (1856-1924)",,1872,1942,"Stanley Grant Middleton, American, 1852–1942",,,Oil on canvas,Paintings,,,American Art
52863,PP613,"Maria Klawe, Dean of the School of Engineering and Applied Science, 2003-2006",2006,2006,2006,"Maia K. Schweizer, Class of 2004, British, born 1982",,,Oil on canvas,Paintings,,,American Art
51644,PP614,Bernard M. Baruch (1870-1965),1965,1965,1965,"Adrian Lamb, after Douglas Chandor, American, born England, 1897–1953, American, 1901–1989",,,Oil on canvas,Paintings,,,American Art
55147,PP615,Thomas Fuller Potter (1806-1853),ca. 1851,1851,1851,,American,,Oil on canvas,Paintings,,,American Art
55203,PP616,"Hugh Scott Taylor (1890-1974), Dean of the Graduate College (1945-1958) and Chairman of the Department of Chemistry, Princeton University",,1900,1948,"Samuel Johnson Woolf, American, 1880–1948",,,Charcoal heightened with Chinese white,Drawings,,,Prints and Drawings
55453,PP617,"Wall Drawing #1134, Whirls and Twirls (Princeton)",2004,2004,2004,"Sol LeWitt, American, 1928–2007",,,Acrylic paint,Paintings,,,Modern and Contemporary Art
55459,PP618,The Hedgehog and the Fox,2000,2000,2000,"Richard Serra, American, born 1938",,,Cor-Ten steel,Sculpture,,,Modern and Contemporary Art
55394,PP619,Perry Hall (1895-1992),,1917,1926,"Irving Resnikoff, American, born Russa, 1897–1988 | signed ""C.J. Fox"" by Charles J. Fox, American, active 20th century, died after 1978",,,Oil on canvas,Paintings,,,American Art
55548,PP620,Coptic tunic fragment,ca. 8th century,8,8,"Unknown Egyptian, Coptic artist",,,Linen,Textiles,Place made: Egypt,,"Ancient, Byzantine, and Islamic Art"
55548,PP620,Coptic tunic fragment,ca. 8th century,8,8,"Unknown Egyptian, Coptic artist",,,Linen,Textiles,Place made: Egypt,,"Ancient, Byzantine, and Islamic Art"
55549,PP621,The Burning Bush,1950,1950,1950,"William C. Seitz, American, 1914–1974",,,Tempera on canvas,Paintings,,,American Art
55550,PP622,Charles Rufus Morey (1877-1955),2003,2003,2003,"Ulyana Gumeniuk, Ukranian, born 1975",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
55751,PP623,George McGovern (1922-),1972,1972,1972,E. D. Weiss,,,Oil on canvas,Paintings,,,American Art
55752,PP624,"Judge Harold R. Medina, Class of 1909 (1888-1990)",,1908,1990,"Cathe Wallendahl, American",,,Bronze,Sculpture,,,American Art
55753,PP625,Harper Hubert Wilson (1909-1977),,1929,1977,A. Bindman,,,Bronze,Sculpture,,,American Art
55755,PP626,Reproduction of the Fitz Randolph Gates,ca. 1931,1926,1936,,,,Brass or bronze and nickel plated bronze,Sculpture,,,American Art
55756,PP627,Bernard M. Baruch (1870-1965),1944,1944,1944,"Max Kalish, American, born Lithuania, 1891–1945",,,Bronze,Sculpture,,,American Art
55813,PP628,Untitled (ORFE/SEAS),2008,2008,2008,"Jim Isermann, American, born 1955",,,"Chrome plated aluminum, steel, acrylic, LED illumination, and miscellaneous hardware",Sculpture,,,Modern and Contemporary Art
55841,PP629,Clouds Nine,2002,2002,2002,"Win Knowlton, American, born 1953 | Located in East Pyne Hall, Princeton University",,,Galvanized steel,Sculpture,,,Modern and Contemporary Art
45356,PP63,Joseph Henry (1797-1878),,1900,1910,"Daniel Chester French, American, 1850–1931",,,Marble,Sculpture,"Place located: North America, United States, New Jersey, Princeton, Frist Campus Center, Princeton University",,American Art
55871,PP630,"Hisashi Kobayashi, Dean of the School of Engineering, 1986-1991 (1938-)",1994,1994,1994,"Clifford H. Schule, America, 1918–2000",,,Oil on canvas,Paintings,,,American Art
