objectid,objectnumber,title,displaydate,datebegin,dateend,displaymaker,displayculture,displayperiod,medium,classification,displaygeography,accessionyear,department
122343,2015-6765,Appliqué of Herakles battling Acheloos,ca. 520–500 B.C.,-525,-515,,Etruscan,,Bronze,Sculpture,"Place made: Europe, probably southern Italy",2015-01-01,"Ancient, Byzantine, and Islamic Art"
16259,x1984-505,"Details of Two Churches, after drawing by Antonius van den Wyngaerde in the Bodleian Library",,1812,1871,"Sir George Hayter, British, 1792–1871",,,Graphite,Drawings,,1984-01-01,Prints and Drawings
16063,x1984-445,Sketches of St. Paul's Cross: background studies for Latimer Preaching at St. Paul's Cross,,1812,1871,"Sir George Hayter, British, 1792–1871",,,Graphite,Drawings,,1984-01-01,Prints and Drawings
137255,Life-246,Cover of Ebony,August 1947,1947,1947,,,,Illustrated periodical,Ephemera,,Life-01-01,Exhibitions
42046,2003-230,Abraham and Isaac [?],18th century,1700,1799,"attributed to Sebastiano Ceccarini, Italian, 1703–1783",,,Oil on wood panel,Paintings,,2003-01-01,European Painting and Sculpture 
20821,y1939-35,"Landscape: Shinnecock, Long Island",ca. 1896,1891,1901,"William Merritt Chase, American, 1849–1916",,,Oil on wood panel,Paintings,"Place depicted: United States, New York, Long Island",1939-01-01,American Art
135619,2019-115,"Iwazo Funaba's Crippled Hand, Victim of Disease",1971,1971,1971,"W. Eugene Smith, American, 1918–1978",,,Gelatin silver print,Photographs,"Place depicted: Asia, Japan, Minamata",2019-01-01,Photography
125459,2016-44,Moon Beam,2005,2005,2005,"Pat Steir, American, born 1938",,,Oil on canvas,Paintings,"Place made: North America, United States, New York, New York",2016-01-01,Modern and Contemporary Art
102723,2014-47,Ceremonial knife (tumi) with figural finial,A.D. 1470–1532,1470,1532,,Inka,Late Horizon,"Cast copper-tin alloy (handle and finial); silver (blade), with small percentage of gold; malachite, spondylus, and mussel shell inlay",Ceremonial Objects,"Place made: South America, Peru, Central highlands",2014-01-01,Art of the Ancient Americas
135939,2019-301.1-.2,Large tomb attendants,,1368,1644,,Chinese,"Ming dynasty, 1368–1644",Ceramic with color pigments and sancai glaze,Funerary Objects,,2019-01-01,Asian Art
7204,x1948-1705,Sheet of miscellaneous studies,,1775,1826,"John Flaxman, British, 1755–1826",,,Graphite,Drawings,,1948-01-01,Prints and Drawings
137545,2020-113,"New York Times, Monday, November 25, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
45574,PP508,Still life of flowers and apples,,1888,1952,"Marie Keller Hermann, Austrian, 1868–1952",,,Oil on canvas,Paintings,,,American Art
32209,y1977-2,Forma Thirteen,1975,1975,1975,"Myron Brody, American, born 1940",,,Polished bronze,Sculpture,,1977-01-01,American Art
29845,y1966-249,Miraculous Draught of Fishes,,1650,1966,"studio of Jacob Jordaens, Flemish, 1593–1678",,,Oil on canvas,Paintings,,1966-01-01,European Painting and Sculpture 
6547,x1948-1586,Woman in sorrow with two children,,1754,1802,"George Romney, British, 1734–1802",,,"Pen and brown ink, brown wash",Drawings,,1948-01-01,Prints and Drawings
32481,y1987-23,Fragment of an antefix: Nereid astride a sea monster (ketos),late 4th century B.C.,-329,-301,,Etruscan,,Painted terracotta,Architectural Elements,,1987-01-01,"Ancient, Byzantine, and Islamic Art"
15795,x1984-28,Apparition: Vision Preceding Futurism (Nightmare),1886,1886,1886,"James Ensor, Belgian, 1860–1949",,,"Colored crayon, gouache, and gold paint",Drawings,,1984-01-01,Prints and Drawings
108137,2015-6723,"Mill Scene, Autumn",,1898,1957,"Robert Emmett Owen, American, 1878–1957",,,Oil on canvas,Paintings,,2015-01-01,American Art
23019,y1946-304,Flask,probably 4th–6th century,300,599,,,Late Antique,Transparent light green glass; very few sandy inclusions,Glass,Place made: Levant,1946-01-01,"Ancient, Byzantine, and Islamic Art"
23905,y1950-83,Tomb guardian,early 6th century,500,529,,Chinese,"Period of Disunity, Northern Wei dynasty, A.D. 386–535, 220–589","Gray earthenware with white slip, red paint",Ceramic,"Place excavated: Asia, China, Henan province, northwest of Luoyang Fu",1950-01-01,Asian Art
137047,L.2020.4.58,Frame 258 from the film of President John F. Kennedy’s assassination,"November 22, 1963",1963,1963,"Abraham Zapruder, American, born Ukraine, 1905–1970",,,Inkjet print from digital file,Photographs,,,Exhibitions
18177,2015-6728,Imaginary Landscape I,1971,1971,1971,"Adolph Gottlieb, American, 1903–1974 | Published by 2RC Editrice, Rome",,,Color etching and aquatint,Prints,"Place made: North America, United States, New York, New York",2015-01-01,Prints and Drawings
3399,1995-221,Goblet,5th–early 7th century A.D.,400,629,,,Late Antique,Transparent light green glass,Glass,Place made: Eastern Mediterranean,1995-01-01,"Ancient, Byzantine, and Islamic Art"
19785,y1930-491,White cross-lined oval dish,,-4200,-3300,,Egyptian,"Predynastic Period, Amratian Period (SD 30-39)",Ceramic,Ceramic,,1930-01-01,"Ancient, Byzantine, and Islamic Art"
15976,x1984-384,Three sketches of baby's sleeve: study for The Martyrdom of Ridley and Latimer,,1812,1871,"Sir George Hayter, British, 1792–1871",,,Graphite,Drawings,,1984-01-01,Prints and Drawings
45107,PP43,"Woodrow Wilson, Class of 1879 (1856-1924)",,1872,1942,"Stanley Grant Middleton, American, 1852–1942",,,Oil on canvas,Paintings,,,American Art
60544,2010-202,Scuan Eirigi,2006,2006,2006,"Pádraig Timoney, Irish, born 1968",,,Acrylic and photographic developer on canvas,Paintings,,2010-01-01,Modern and Contemporary Art
24841,L.1988.62.2,"Portrait of Paul, the Artist's Son",ca. 1880,1875,1885,"Paul Cézanne, French, 1839–1906",,,Oil on canvas,Paintings,,,European Painting and Sculpture 
32917,y1985-67,Irrigation paddle,A.D. 1100–1400,1100,1400,,Ica,Late Intermediate,Wood with traces of polychrome,Ceremonial Objects,"Place made: South America, Peru, South coast",1985-01-01,Art of the Ancient Americas
28459,y1959-137,Robert II Laying Siege to Bourges,1954,1954,1954,"Georges Mathieu, French, 1921–2012",,,Oil on canvas,Paintings,,1959-01-01,European Painting and Sculpture 
19089,x1994-90,Rock and Stump #44,1942,1942,1942,"Peter Blume, American, 1906–1992",,,Black chalk and graphite,Drawings,,1994-01-01,Prints and Drawings
33471,y1991-19,African red-slip jug with appliques,220–250  A.D.,220,250,,Roman,,Ceramic,Ceramic,,1991-01-01,"Ancient, Byzantine, and Islamic Art"
6278,x1948-1010,Head of man,,1837,1864,"John Leech, British, 1817–1864",,,Ink and wash,Drawings,,1948-01-01,Prints and Drawings
33484,y1991-13,Supper at Emmaus,,1686,1724,"Benedetto Luti, Italian, 1666–1724",,,Oil on wood panel,Paintings,"Place made: Europe, Italy",1991-01-01,European Painting and Sculpture 
137167,2019-401,Study for Guy,2019,2019,2019,"Mario Moore, American, born 1987",,,Graphite,Drawings,"Place made: North America, United States, New Jersey, Princeton",2019-01-01,Prints and Drawings
52877,2007-17,No Legend,2005,2005,2005,"Jonathan Callan, British, born 1961",,,Chromogenic print and acrylic paint,Photographs,"Place made: Europe, England, London",2007-01-01,Photography
34801,y914,Madonna and Child,14th century,1300,1399,"Mezzana Master (Bettino di Corsino da Prato), Italian, active 14th century | formerly attributed to Jacopo del Casentino, Italian, 1279–1358",,,Tempera on wood panel,Paintings,Place made: Florence,,European Painting and Sculpture 
35287,PU 5078,Bear and shark crest charm,before 1882,1800,1882,,Tlingit,,Sandstone,Sculpture,"Place collected: North America, Jilḵaat Ḵwáan (Klukwan)",,Art of the Ancient Americas
20119,y1935-25,Saint Sebastian,ca. 1480 or later,1480,1510,"Liberale da Verona, Italian, 1445–1529",,,Oil on canvas,Paintings,,1935-01-01,European Painting and Sculpture 
137562,2020-130,"New York Times, Saturday, January 11, 1997",1997,1997,1997,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
35191,1998-275,Half-lenght portrait of a young man seated on a chair,ca. 1800,1795,1805,"attributed to Marie Gabrielle Capet, French, 1761–1818 | formerly attributed to French",,,"Black chalk, stumped, heightened with white",Drawings,,1998-01-01,Prints and Drawings
24932,L.1988.62.33,House in Provence,1890–94,1890,1894,"Paul Cézanne, French, 1839–1906",,,Watercolor and graphite on cream wove paper,Drawings,,,Prints and Drawings
36308,PU 8254,Comb,before 1903,1875,1903,,Iñupiaq,,Wood,Tools / Equipment / Implements,"Place made: North America, United States, Alaska, Port Clarence, North Alaska",,Art of the Ancient Americas
125824,2016-122,Human head pendant,500 B.C.–A.D. 500,-500,500,,Costa Rican,Period IV,Jade,Jades,"Place made: North America, Costa Rica",2016-01-01,Art of the Ancient Americas
17318,y1929-330,Teapot,,1500,1929,,French,,Glass,Glass,,1929-01-01,European Painting and Sculpture 
40988,2002-128,Gui vessel,ca. 2800–2400 B.C.,-2805,-2795,,Chinese,"Late Dawenkou, mid 3rd millenium B.C. | Neolithic period, ca. 8000–2000 B.C.",Earthenware with red and white pigments,Ceramic,"Place made: Asia, China",2002-01-01,Asian Art
35796,PU 5426,Yéts' shál (black horn spoon),before 1885,1850,1885,,probably Tlingit,,Mountain goat horn,Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
19697,y1930-444,"Head of a trumpeter in high relief, from tympanum over entrance to theatron, Seeia",ca. 33–1 B.C.,-33,-1,,Roman,,Brownish basalt,Sculpture,Place excavated: Syria,1930-01-01,"Ancient, Byzantine, and Islamic Art"
31965,y1973-16,Stirrup-vase (LH III A:2),ca. 1350–1325 B.C.,-1355,-1320,,"Greek, Mycenaean",Late Helladic,Ceramic,Ceramic,,1973-01-01,"Ancient, Byzantine, and Islamic Art"
23175,y1946-88,Strainer,late 6th century B.C.,-529,-501,,Greek,,Bronze,Tools / Equipment / Implements,"Place made: Greece, Lehkaina",1946-01-01,"Ancient, Byzantine, and Islamic Art"
136940,L.2020.4.4,Stroboscopic image of intercollegiate champion gymnast Newt Loken doing leg circle,1942,1942,1942,"Gjon Mili, American, born Albania, 1904–1984",,,Gelatin silver print,Photographs,,,Exhibitions
23849,y1950-30,Fragmentary red-figure kylix: Zeus and Hera,ca. 380–365 B.C.,-380,-365,,"Etruscan (Faliscan), attributed to the Adonis Painter",,Ceramic,Ceramic,,1950-01-01,"Ancient, Byzantine, and Islamic Art"
137157,2020-7,"La Tapisserie, from Photos-Souvenirs",2012,2012,2012,"Carolle Bénitah, French-Moroccan, born 1965",,,Digital print enhanced with red thread,Photographs,,2020-01-01,Photography
19561,y1934-52 bb,Scarab,"1650–332 B.C., possibly 1550–1069 B.C.",-1650,-332,,Egyptian,"Second Intermediate Period to Late Period, 15th-30th Dynasties | possibly New Kingdom 18th-20th Dynasties","Steatite, with remnants of red glaze",Faience,,1934-01-01,"Ancient, Byzantine, and Islamic Art"
35797,1998-185,Figure-celt pendant,500 B.C.–A.D. 500,-500,500,,Greater Nicoya or Central Pacific,Period IV,Jade,Jades,"Place made: North America, Costa Rica, Central Pacific region",1998-01-01,Art of the Ancient Americas
23841,y1951-30,Chest,early 16th century,1500,1529,,Italian,,Wood veneer inlay,Furniture,,1951-01-01,European Painting and Sculpture 
40489,2001-185,Vase,ca. 1900,1895,1905,"Lötz Witwe, Bohemian glass factory, 1836–1947",,,Glass,Glass,,2001-01-01,European Painting and Sculpture 
24192,y1952-41,Attendant Bodhisattvas,Undated; mid 10th century,930,969,Anonymous,Chinese,"Later Zhou, 951–960 to | Northern Song dynasty, 960–1127",Temple wall painting; ink and color on plaster,Paintings,"Place made: Asia, China, Henan province, Zisheng Si temple, built ca. 952",1952-01-01,Asian Art
33653,y1992-28,Seated Cat,ca. 1860,1855,1865,"Emmanuel Frémiet, French, 1824–1910",,,Bronze,Sculpture,"Place made: Europe, France",1992-01-01,European Painting and Sculpture 
19784,y1930-490,White cross-lined jar,,-4200,-3300,,Egyptian,"Predynastic Period, Amratian (SD 30-39)",Ceramic,Ceramic,,1930-01-01,"Ancient, Byzantine, and Islamic Art"
134632,2020-296,Retablo of Antonia Ramos de González,1971,1971,1971,Anonymous,,,Oil on metal,Paintings,,2020-01-01,Modern and Contemporary Art
17823,x1991-229,Portrait of a Man (Frank Duveneck?),before 1878,1869,1878,"William Merritt Chase, American, 1849–1916",,,Monotype,Prints,,1991-01-01,Prints and Drawings
136918,2020-29,Goddess,,1923,1975,"Munakata Shikō 棟方志功, 1903–1975",Japanese,"Shōwa period, 1926–1989",Woodblock print; ink and color on paper,Prints,"Place made: Asia, Japan",2020-01-01,Asian Art
54979,2014-107,"Vrindavan, India",2005,2005,2005,"Fazal Sheikh, American, born 1965",,,Inkjet print,Photographs,"Place made: Asia, India, Uttar Pradesh, Vrindavan",2014-01-01,Photography
42721,x1983-111 r,Surface Series from Currents #54,1970,1970,1970,"Robert Rauschenberg, American, 1925–2008",,,Screenprint,Prints,"Place made: North America, United States, New York, New York",1983-01-01,Prints and Drawings
29963,y1965-8 a-b,Lidded wine vessel (you),early 10th century B.C.,-1000,-951,,Chinese,"Western Zhou dynasty, 11th century–771 B.C.",Bronze with matching inscriptions cast on lid and belly,Metal,"Place made: Asia, China",1965-01-01,Asian Art
24470,y1954-1,Shepherdess and Sheep,,1833,1894,"Charles Emile Jacque, French, 1813–1894",,,Oil on wood panel,Paintings,,1954-01-01,European Painting and Sculpture 
55289,2008-9,Nickel Pink,1980s,1980,1989,"Toshiko Takaezu, American, 1922–2011",,,Stoneware,Ceramics,,2008-01-01,Modern and Contemporary Art
10541,x1969-207,Old Westminster Bridge,1859,1859,1859,"James McNeill Whistler, American, 1834–1903",,,Etching and drypoint,Prints,"(not assigned): Europe, England, London",1969-01-01,Prints and Drawings
32412,y1979-8,Saint Louis de Gonzaga in Glory,,1716,1782,"attributed to Francesco de Mura, Italian, 1696–1782",,,Oil on canvas,Paintings,"Place made: Europe, Italy",1979-01-01,European Painting and Sculpture 
32258,y1976-23,Study of a Dog,possibly 1860s,1860,1869,"Rosa Bonheur, French, 1822–1899",,,Oil on canvas,Paintings,,1976-01-01,European Painting and Sculpture 
32706,y1982-92,Untitled,,1962,1982,"Cynthia Carlson, American, born 1942",,,Acrylic,Drawings,,1982-01-01,Prints and Drawings
16538,x1986-83,Portrait of a man wearing a tricorn hat,,1737,1806,"Louis Carrogis de Carmontelle, French, 1717–1806",,,Red and black chalk,Drawings,,1986-01-01,Prints and Drawings
17744,2004-235,Corinthian capital,5th century A.D.,400,499,,Late Roman,,Gray local limestone,Architectural Elements,"Place excavated: Turkey, Daphne-Harbie",2004-01-01,"Ancient, Byzantine, and Islamic Art"
41964,2003-133,Fragment of a stele in Kufic script,9th – 11th century A.D.,800,1099,,Arabic,,Gray marble,Architectural Elements,Place excavated: Turkey,2003-01-01,"Ancient, Byzantine, and Islamic Art"
45582,PP513,Nassau Hall,1927,1927,1927,Unknown,,,Colored etching?,Prints,"Place depicted: United States, New Jersey, Princeton, Princeton University",,Prints and Drawings
133915,2017-253,Man in Green Shirt: Front View,1975,1975,1975,"George Segal, American, 1924–2000 | Printed and published by 2RC Editrice, Rome",,,Aquatint and softground etching,Prints,"Place made: Europe, Italy, Rome",2017-01-01,Prints and Drawings
137199,2020-14,A Twilight Labyrinth (Alchemy),2019,2019,2019,"Josiah McElheny, American, born 1966",,,"Low-iron mirror, two-way mirror, electric light, hand-blown, polished, and mirrored glass",Mixed Media,,2020-01-01,Modern and Contemporary Art
33307,y1990-1,"Red-figure Kylix: Exterior, Horse Race; Interior, Seated Scribe",ca. 500–490 B.C.,-505,-485,"attributed to Onesimos, Greek, active ca. 505–480 B.C.","Greek, Attic",,Ceramic,Ceramic,,1990-01-01,"Ancient, Byzantine, and Islamic Art"
29910,y1965-80,Water container (yi),,0,0,,Chinese,Later Zhou,Bronze,Metal,"Place made: Asia, China",1965-01-01,Asian Art
7638,x1948-323,Studies after Ghiberti and Andrea del Sarto,1827,1827,1827,"Eugène Delacroix, French, 1798–1863",,,Graphite,Drawings,,1948-01-01,Prints and Drawings
32139,y1977-19,Friedrich Gottlieb Kretzschmar von Kienbusch,19th century,1800,1899,,German,,Oil on canvas,Paintings,,1977-01-01,European Painting and Sculpture 
137673,2020-241,"New York Times, Friday, April 16, 1999",1999,1999,1999,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
25588,L.1988.62.72,Portrait of Oskar Kokoschka,conceived 1960,1960,1960,"Giacomo Manzu, Italian, 1908–1991",,,Bronze,Sculpture,,,Modern and Contemporary Art
35678,PU 5216,Wooden xixch'i s'aaxw (Frog crest hat),before 1882,1850,1882,,Tlingit,,"Wood, black, red, and white pigment, with copper nails and leather ties",Sculpture,Place collected: North America,,Art of the Ancient Americas
40591,2001-298,Mirror,1000–600 B.C.,-1000,-600,,Olmec,Middle Formative,Hematite,Ceremonial Objects,"Place made: North America, Mexico, Gulf Coast",2001-01-01,Art of the Ancient Americas
137249,2020-16,Old Street in Sanxia,1993,1993,1993,"Wu Lan-Chiann 吳嵐倩, born 1972",,,Hanging scroll; ink and color on paper,Paintings,"Place depicted: Asia, Taiwan, New Taipei City",2020-01-01,Asian Art
11549,x1970-149,Godess and Demons,ca. 1950,1945,1955,Ide Bagus Anom,,,Watercolor on brown paper,Drawings,,1970-01-01,Prints and Drawings
19075,y184,Pilaster Capital,,-700,500,,Roman,,Stone,Architectural Elements,,,"Ancient, Byzantine, and Islamic Art"
41536,2003-17,Portrait of Maria Theresa of Austria,18th century,1715,1770,"Martin van Meytens, Swedish, 1695–1770",,,Oil on canvas,Paintings,,2003-01-01,European Painting and Sculpture 
40176,2001-78,Mut,1994,1994,1994,"Sergio Hernández, Mexican, born 1957",,,Thin oil wash with sand on canvas,Drawings,"Place made: North America, Mexico, Oaxaca, Oaxaca",2001-01-01,Prints and Drawings
58305,2010-21,Harburg Sand,1988,1988,1988,"Hanne Darboven, German, 1941–2009",,,Screenprint and colotype,Prints,"Place made: Europe, Germany",2010-01-01,Prints and Drawings
39317,y1970-122,Volume IV,1968,1968,1968,"Gottfried Honegger, Swiss, 1917–2016",,,Cast Aluminum Polished,Sculpture,,1970-01-01,European Painting and Sculpture 
137537,2020-105,"New York Times, Sunday, October 27, 1996",1996,1996,1996,"Nicky Nodjoumi, Iranian American, born 1942",,,"Gouache, acrylic, and graphite on newsprint",Paintings,"Place made: North America, United States, New York, New York",2020-01-01,Modern and Contemporary Art
35765,PU 5313,Pipe bowl,before 1885,1860,1885,,probably Tlingit,,Stone,Tools / Equipment / Implements,"Place collected: North America, United States, Southeast Alaska",,Art of the Ancient Americas
23083,y1946-321,Jar,4th–5th century,300,499,,,Late Antique,Transparent light purple and light yellow glass,Glass,Place made: Levant,1946-01-01,"Ancient, Byzantine, and Islamic Art"
6332,1995-141,River of Ponds II,1969,1969,1969,"Frank Stella, American, born 1936",,,Acrylic on canvas,Paintings,,1995-01-01,Modern and Contemporary Art
41431,2002-380,Openwork appliqué in the form of roaring lion's head,late 5th–4th century B.C.,-429,-371,,Persian,Achaemenid,Gold,Metal,"Place made: Ecbatana (modern day Hamadan) ?, Iran",2002-01-01,"Ancient, Byzantine, and Islamic Art"
12804,x1975-222,Mrs. Francis Willis,,1765,1806,"John Russell, British, 1745–1806",,,Pastel,Drawings,,1975-01-01,Prints and Drawings
35345,PU 5346,Eagle moiety feast dish,before 1882,1800,1882,,Tlingit,,Dall sheep horn,Containers,"Place collected: North America, Jilḵaat Ḵwáan (Klukwan)",,Art of the Ancient Americas
128814,2017-11,White Squad,1987,1987,1987,"Leon Golub, American, 1922–2004 | Printed by John Hutchenson at the Rutgers Center for Innovative Printmaking",,,Lithograph,Prints,,2017-01-01,Prints and Drawings
40701,2001-273,David Wojnarowicz,"1981, printed ca. 1981-87",1981,1981,"Peter Hujar, American, 1934–1987",,,Gelatin silver print,Photographs,"Place made: North America, United States, New York",2001-01-01,Photography
15927,x1984-362,Friar: study for Latimer Preaching at Paul's Cross,,1812,1871,"Sir George Hayter, British, 1792–1871",,,Brown ink,Drawings,,1984-01-01,Prints and Drawings
35305,PU 4003 a-b,Lidded basket,before 1883,1870,1883,,Tlingit,,Twined spruce root with dyed grass false embroidery,Textiles,Place collected: North America,,Art of the Ancient Americas
32333,y1978-23,Landscape and Poem,undated,0,0,"Zhang Ruitu 張瑞圖, 1570–1641",Chinese,"Ming dynasty, 1368–1644",Album of 2 leaves; ink and color on paper,Paintings,,1978-01-01,Asian Art
23887,y1950-65,The Beach at Trouville,1865,1865,1865,"Eugène Boudin, French, 1824–1898",,,Oil on canvas,Paintings,"Place depicted: France, Normandie, Trouville (sur-Mer)",1950-01-01,European Painting and Sculpture 
54973,2014-103,"Jamnua Sarkar (""The River""), Vrindavan, India",2005,2005,2005,"Fazal Sheikh, American, born 1965",,,Inkjet print,Photographs,"Place made: Asia, India, Uttar Pradesh, Vrindavan",2014-01-01,Photography
18828,x1993-265,Pinks,1980,1980,1980,"Susan Rothenberg, American, 1945–2020 | Printed by Gretchen Gelb at Aeropress | Published by Multiples, Inc.",,,"Color woodcut, inked and printed as a monotype, on Umbria white wove paper",Prints,"Place made: North America, United States, New York, New York",1993-01-01,Prints and Drawings
17603,x1992-104,Quinces and haws,ca. 1850,1845,1855,"William Henry Hunt, British, 1790–1864",,,Watercolor,Drawings,,1992-01-01,Prints and Drawings
9470,x1954-15,Woman and Two Boys,,1808,1847,"William Collins, British, 1788–1847",,,Pastel,Drawings,,1954-01-01,Prints and Drawings
27249,y1955-3222,"James McCulloch (1756-1836), Class of 1773",,1754,1805,"Matthew Pratt, American, 1734–1805 | Person depicted: James McCulloch , class of 1773, American, 1756–1836",,,Oil on canvas,Paintings,,1955-01-01,American Art
129743,2017-124,"Door 22, Peep Show, San Francisco",2005,2005,2005,"Lisa Kereszi, American, born 1973",,,Chromogenic print,Photographs,"Place made: North America, United States, California, San Francisco",2017-01-01,Photography
24401,y1952-63,Head of a child,ca. 37–54 A.D.,37,54,,Roman,Julio-Claudian,"White marble, perhaps Carrara (Luna)",Sculpture,,1952-01-01,"Ancient, Byzantine, and Islamic Art"
23654,y1948-2,Head of Negro,,1758,1815,"in the manner of John Singleton Copley, American, 1738–1815",,,Oil on canvas,Paintings,,1948-01-01,American Art
33342,y1989-84,Fragmentary red-figure kylix: Odysseus escaping from the cave of Polyphemos,ca. 470–460 B.C.,-470,-460,"attributed to the Amphitrite Painter, Greek, active ca. 475–450 B.C.","Greek, Attic",,Ceramic,Ceramic,,1989-01-01,"Ancient, Byzantine, and Islamic Art"
135688,2019-243,Bowl,A.D. 100–500,100,500,,Nasca,Early Intermediate,Ceramic with polychrome slip,Ceramic,"Place made: South America, Peru, South coast",2019-01-01,Art of the Ancient Americas
47579,2005-72,Jane Van Arsdale Scudder,ca. 1822–28,1822,1828,"Micah Williams, American, 1782 - 1837",,,Pastel,Drawings,,2005-01-01,Prints and Drawings
55521,2007-104.3,Jasim was in a Cage,2006,2006,2006,"Daniel Heyman, American, born 1963",,,Drypoint on heavy weight Rives BFK white paper,Prints,"Place made: North America, United States, Pennsylvania, Philadelphia",2007-01-01,Prints and Drawings
30579,y1968-70 a-b,Man seated in a chair,A.D. 150–200,150,200,,Teotihuacán,Early Classic (Late Tzacualli-Miccaotli),Ceramic with traces of red and white pigment,Ceramic,"Place made: North America, Mexico, Central Mexico, Teotihuacan",1968-01-01,Art of the Ancient Americas
135896,2019-282,Paws Walk,1994,1994,1994,"Mary Ellen Mark, American, 1940–2015",,,Gelatin silver print,Photographs,,2019-01-01,Photography
54954,2008-359,Women Bathing in a Classical Arcade,,1624,1672,"Follower of Viviano Codazzi, Italian, ca. 1604–1672",,,Oil on canvas,Paintings,,2008-01-01,European Painting and Sculpture 
134363,L.2018.9.7,Student demonstration against the Institute for Defense Analysis (IDA),1967–1970,1967,1970,Unknown photographer | for Princeton Alumni Weekly,,,Gelatin silver print,Photographs,,,Exhibitions
7248,x1948-1732,Four figures and dead or dying Man,,1775,1826,"John Flaxman, British, 1755–1826",,,Graphite,Drawings,,1948-01-01,Prints and Drawings
13654,x1978-90,Chinese Memories,1974,1974,1974,"Mark Tobey, American, 1890–1976",,,Lithograph,Prints,,1978-01-01,Prints and Drawings
19223,y1929-207,Antefix: Female head,late 6th–early 5th century B.C.,-550,-450,,Etruscan,,Terracotta,Architectural Elements,,1929-01-01,"Ancient, Byzantine, and Islamic Art"
135359,2019-21,"Untitled #5 (Tree Trunk, Picket Fence, and House)",2017,2017,2017,"Dawoud Bey, American, born 1953",,,Gelatin silver print,Photographs,,2019-01-01,Photography
41304,2002-288,Riverboats on the Shore,,1802,1842,"John Sell Cotman, British, 1782–1842",,,"Recto: Graphite or black chalk, heightened with white chalk
Verso: Graphite or black chalk",Drawings,,2002-01-01,Prints and Drawings
19062,x1994-80,"Oxen, Ironbound Island, Frenchman's Bay, Maine",1879,1879,1879,"Charles Herbert Moore, American, 1840–1930",,,Watercolor and graphite,Drawings,"Place made: United States, Maine, Ironbound Island",1994-01-01,Prints and Drawings
33164,y1986-73,Vase of Flowers,1861,1861,1861,"Henri Fantin-Latour, French, 1836–1904",,,Oil on canvas,Paintings,,1986-01-01,European Painting and Sculpture 
19088,x1994-9,Untitled (Ground #5),1992–93,1992,1993,"Uta Barth, American, born Germany, 1958",,,Chromogenic print,Photographs,"Place made: North America, United States",1994-01-01,Photography
19133,y170,"Black-figure Kalpis: Herakles Reclining, Served by a Satyr",ca. 510–500 B.C.,-510,-500,near the Madrid Painter,"Greek, Attic",,Ceramic,Ceramic,"Place excavated: Europe, South Italy, Nola, Campania",,"Ancient, Byzantine, and Islamic Art"
35307,PU 4038,Lidded basket with handle,before 1883,1870,1883,,Makah,,Twined red cedar root and bear grass,Textiles,"Place collected: North America, Cape Flattery",,Art of the Ancient Americas
41133,2002-257,To Collect Photography is to Collect the World,2002,2002,2002,"Naomi Savage, American, 1927–2005",,,Electrophotographic print,Photographs,"Place made: North America, United States",2002-01-01,Photography
134707,2018-157,Tea bowl (Shino chawan) with dumpling (dango) design,probably 19th century,1800,1899,,Japanese,"Meiji period, 1868–1912","Mino ware, Shino type ceramic",Ceramic,,2018-01-01,Asian Art
35772,PU 5468,Mask,ca. 1900,1880,1915,,Yup'ik,,Wood with paint,Masks,"Place collected: North America, United States, Alaska, Yukon-Kuskokwim Delta",,Art of the Ancient Americas
17018,y1929-60,Corinthian pilaster capital,3rd–5th century A.D.,200,499,,Late Roman,,Marble,Architectural Elements,"Place collected: Turkey, Sardis",1929-01-01,"Ancient, Byzantine, and Islamic Art"
134359,L.2018.9.4,Student demonstration against the Institute for Defense Analysis (IDA),1967–1970,1967,1970,Unknown photographer | for Princeton Alumni Weekly,,,Gelatin silver print,Photographs,,,Exhibitions
93326,2000-200 a-b,"Pueblo Blanco, southeast to Comanche Gap, Galisteo Basis, NM     [diptych left] and Pueblo Blanco, looking southwest, Galisteo Basin, NM   [diptych right]",1999,1999,1999,"Edward Ranney, American, born 1942",,,Gelatin silver print,Photographs,,2000-01-01,Photography
19780,y1930-488,"Jar, Brown-on-Buff",ca. 3700 B.C.,-3800,-3600,,Egyptian,Middle Predynastic Period (Naqada II),"Ceramic. lime, mica, and other mineral temper",Ceramic,,1930-01-01,"Ancient, Byzantine, and Islamic Art"
35321,PU 4056,Sah-kah-ton-ah (small berry basket),before 1883,1870,1883,,Tlingit,,Twined spruce root with grass false embroidery,Textiles,Place collected: North America,,Art of the Ancient Americas
59499,1998-43.2 a-b,One of three quinces,early 3rd century B.C.,-300,-271,,"South Italian, Canosan",,Terracotta,Ceramics,"Place made: Apulia, Canosa, Italy",1998-01-01,"Ancient, Byzantine, and Islamic Art"
